stm,pos,size,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loopR.thisRepN,loopR.thisTrialN,loopR.thisN,loopR.thisIndex,loopL.thisRepN,loopL.thisTrialN,loopL.thisN,loopL.thisIndex,Hello.started,Hello.stopped,key_r.started,key_r.stopped,key_gr.started,key_gr.stopped,key_esc_r.keys,key_esc_r.rt,key_esc_r.started,key_esc_r.stopped,fix_right.started,fix_right.stopped,face_r.started,face_r.stopped,key_sel_r.keys,key_sel_r.rt,key_sel_r.started,key_sel_r.stopped,key_l.started,key_l.stopped,key_gl.started,key_gl.stopped,key_esc_l.keys,key_esc_l.rt,key_esc_l.started,key_esc_l.stopped,fix_left.started,fix_left.stopped,face_l.started,face_l.stopped,key_sel_l.keys,key_sel_l.rt,key_sel_l.started,key_sel_l.stopped,bye.started,bye.stopped,sbj,hndns,eye,age,edu,sex,date,expName,psychopyVersion,frameRate,
80.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,78,195,112,,,,,,,,,,,,,,,,,,,,,,,,,,,874.762550399988,None,875.2622120999731,875.3120165000437,w,0.7879154001129791,875.2622120999731,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,79,196,85,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0780612999806,None,876.5776826000074,876.627508000005,w,1.0836105999769643,876.5776826000074,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,80,197,3,,,,,,,,,,,,,,,,,,,,,,,,,,,877.6933793999488,None,878.1930600999622,878.2427468999522,w,0.9266050000442192,878.1930600999622,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,81,198,71,,,,,,,,,,,,,,,,,,,,,,,,,,,879.1425743999425,None,879.6419942999491,879.691876100027,q,1.1455591999692842,879.6419942999491,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,82,199,65,,,,,,,,,,,,,,,,,,,,,,,,,,,880.8072912000353,None,881.3068464000244,881.3566762999399,q,0.7252599000930786,881.3068464000244,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,83,200,66,,,,,,,,,,,,,,,,,,,,,,,,,,,882.0561194999609,None,882.5559480999364,882.6056509999325,q,1.0444639000343159,882.5559480999364,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,84,201,59,,,,,,,,,,,,,,,,,,,,,,,,,,,883.6216475999681,None,884.121127499966,884.1710355000105,q,0.7128200000151992,884.121127499966,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,85,202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,884.8539428999647,None,885.3534293000121,885.403658199939,w,2.5371994000161067,885.3534293000121,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,86,203,61,,,,,,,,,,,,,,,,,,,,,,,,,,,887.9176770999329,None,888.4172172000399,888.4670563000254,q,0.7925448000896722,888.4172172000399,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,87,204,15,,,,,,,,,,,,,,,,,,,,,,,,,,,889.2335290999617,None,889.7332119999919,889.7829189000186,w,0.7994224999565631,889.7332119999919,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,88,205,10,,,,,,,,,,,,,,,,,,,,,,,,,,,890.5654860000359,None,891.0652335999766,891.1148647000082,w,0.8850395999616012,891.0652335999766,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,89,206,98,,,,,,,,,,,,,,,,,,,,,,,,,,,891.9812121000141,None,892.4805287999334,892.5305470000021,w,1.0302898000227287,892.4805287999334,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,90,207,75,,,,,,,,,,,,,,,,,,,,,,,,,,,893.5295316999545,None,894.0293394000037,894.0792080999818,q,1.0425452999770641,894.0293394000037,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,91,208,100,,,,,,,,,,,,,,,,,,,,,,,,,,,895.0950023999903,None,895.5945501000388,895.6442259999458,q,1.274517499958165,895.5945501000388,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,92,209,33,,,,,,,,,,,,,,,,,,,,,,,,,,,896.8932294000406,None,897.3932322999462,897.4426131999353,q,1.1623506000032648,897.3932322999462,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,93,210,5,,,,,,,,,,,,,,,,,,,,,,,,,,,898.5749440999934,None,899.0749273999827,899.1248253999511,w,0.7597227001097053,899.0749273999827,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,94,211,12,,,,,,,,,,,,,,,,,,,,,,,,,,,899.8574031000026,None,900.3572199000046,900.407016800018,w,1.4408914999803528,900.3572199000046,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,95,212,79,,,,,,,,,,,,,,,,,,,,,,,,,,,901.822668000008,None,902.3219965000171,902.371848699986,w,0.8670727000571787,902.3219965000171,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,96,213,43,,,,,,,,,,,,,,,,,,,,,,,,,,,903.2211857000366,None,903.7208236999577,903.7707050000317,w,0.6619531000033021,903.7208236999577,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(0, 0)","(2.18, 2.18)",0,0,0,0,,,,,1,97,214,78,,,,,,,,,,,,,,,,,,,,,,,,,,,904.4034660999896,None,904.9030958999647,904.9529502999503,q,0.6959994999924675,904.9030958999647,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,98,215,56,,,,,,,,,,,,,,,,,,,,,,,,,,,905.6190131999319,None,906.1186251000036,906.1684853000334,q,0.5979597000405192,906.1186251000036,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,99,216,9,,,,,,,,,,,,,,,,,,,,,,,,,,,906.7346987000201,None,907.2342673999956,907.2839275000151,q,0.5702699000248685,907.2342673999956,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,100,217,46,,,,,,,,,,,,,,,,,,,,,,,,,,,907.8339995000279,None,908.3334338000277,908.3830185999395,w,1.162521900027059,908.3334338000277,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,101,218,44,,,,,,,,,,,,,,,,,,,,,,,,,,,909.5156968999654,None,910.0153076000279,910.0652007999597,w,1.7321795000461861,910.0153076000279,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,102,219,74,,,,,,,,,,,,,,,,,,,,,,,,,,,911.7800431000069,None,912.2799062000122,912.3296469999477,q,0.5961650999961421,912.2799062000122,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,103,220,73,,,,,,,,,,,,,,,,,,,,,,,,,,,912.8959523999365,None,913.3958986999933,913.4455829999642,q,0.5664958000415936,913.3958986999933,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(3.49, 0)","(3.49, 3.49)",0,0,0,0,,,,,1,104,221,92,,,,,,,,,,,,,,,,,,,,,,,,,,,913.9951643999666,None,914.4947821999667,914.5449444999686,q,1.0496382999699563,914.4947821999667,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,105,222,114,,,,,,,,,,,,,,,,,,,,,,,,,,,915.5772817999823,None,916.0768236999866,916.1267512999475,q,0.86722480005119,916.0768236999866,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,106,223,80,,,,,,,,,,,,,,,,,,,,,,,,,,,916.9760286000092,None,917.4755473999539,917.5252286000177,q,0.6467417000094429,917.4755473999539,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,107,224,87,,,,,,,,,,,,,,,,,,,,,,,,,,,918.1416615999769,None,918.640927099972,918.6907202999573,w,1.0486772999865934,918.640927099972,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,108,225,7,,,,,,,,,,,,,,,,,,,,,,,,,,,919.7066910000285,None,920.2068061999744,920.2564810999902,w,0.5792594000231475,920.2068061999744,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(0, 6.11)","(5.24, 5.24)",0,0,0,0,,,,,1,109,226,21,,,,,,,,,,,,,,,,,,,,,,,,,,,920.8059458000353,None,921.3056227000197,921.3552437999751,w,0.6905529000796378,921.3056227000197,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-5.25, 3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,110,227,48,,,,,,,,,,,,,,,,,,,,,,,,,,,922.0214422999416,None,922.5210129999323,922.5708764999872,w,0.7033692999975756,922.5210129999323,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(-1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,111,228,29,,,,,,,,,,,,,,,,,,,,,,,,,,,923.2538382000057,None,923.753609700012,923.803487499943,w,0.6466634999960661,923.753609700012,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(1.74, -3)","(3.49, 3.49)",0,0,0,0,,,,,1,112,229,84,,,,,,,,,,,,,,,,,,,,,,,,,,,924.4192872999702,None,924.9192257999675,924.9690969999647,w,1.8162392999511212,924.9192257999675,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,113,230,36,,,,,,,,,,,,,,,,,,,,,,,,,,,926.7671902000438,None,927.2671815999784,927.3169367000228,w,0.612878100015223,927.2671815999784,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,114,231,67,,,,,,,,,,,,,,,,,,,,,,,,,,,927.8998694999609,None,928.3990147999721,928.448816100019,w,0.5224097999744117,928.3990147999721,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(1.74, 3)","(3.49, 3.49)",0,0,0,0,,,,,1,115,232,93,,,,,,,,,,,,,,,,,,,,,,,,,,,928.948742800043,None,929.4487150999485,929.4982343999436,w,0.4996237000450492,929.4487150999485,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-5.25, -3.05)","(5.24, 5.24)",0,0,0,0,,,,,1,116,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,929.9814586000284,None,930.4810548999812,930.530697499984,q,0.8993643999565393,930.4810548999812,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,0,0,0,11,,,,,,,931.4136452999664,None,931.4136452999664,None,space,13.20881689991802,931.4136452999664,None,944.6586165999761,None,945.1681757000042,945.2178961000172,p,0.5741043000016361,945.1681757000042,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(1.74, -3)","(3.49, 3.49)",1,0,1,0,0,1,1,32,,,,,,,,,,,,,,,945.7675405000336,None,946.2671349999728,946.3168248999864,o,0.7995589999482036,946.2671349999728,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(0, 6.11)","(5.24, 5.24)",1,0,1,0,0,2,2,60,,,,,,,,,,,,,,,947.0996413000394,None,947.5992287000408,947.6489184999373,p,0.6449927999638021,947.5992287000408,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,0,3,3,7,,,,,,,,,,,,,,,948.2652763000224,None,948.7646476000082,948.8144567999989,p,0.6560786000918597,948.7646476000082,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,0,4,4,102,,,,,,,,,,,,,,,949.4473560999613,None,949.9473035000265,949.9971769000404,p,0.9837351000169292,949.9473035000265,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(5.25, -3.05)","(5.24, 5.24)",1,0,1,0,0,5,5,25,,,,,,,,,,,,,,,950.9632140999893,None,951.4627939999336,951.5125814999919,o,1.0278526999754831,951.4627939999336,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
