stm,pos,size,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loopR.thisRepN,loopR.thisTrialN,loopR.thisN,loopR.thisIndex,loopL.thisRepN,loopL.thisTrialN,loopL.thisN,loopL.thisIndex,Hello.started,Hello.stopped,key_r.started,key_r.stopped,key_gr.started,key_gr.stopped,key_esc_r.keys,key_esc_r.rt,key_esc_r.started,key_esc_r.stopped,fix_right.started,fix_right.stopped,face_r.started,face_r.stopped,key_sel_r.keys,key_sel_r.rt,key_sel_r.started,key_sel_r.stopped,key_l.started,key_l.stopped,key_gl.started,key_gl.stopped,key_esc_l.keys,key_esc_l.rt,key_esc_l.started,key_esc_l.stopped,fix_left.started,fix_left.stopped,face_l.started,face_l.stopped,key_sel_l.keys,key_sel_l.rt,key_sel_l.started,key_sel_l.stopped,bye.started,bye.stopped,sbj,hndns,eye,age,edu,sex,date,expName,psychopyVersion,frameRate,
30.bmp,"(-1.74, -3)","(3.49, 3.49)",3,0,3,0,1,47,164,44,,,,,,,,,,,,,,,2322.018951899954,None,2322.518180300016,2322.5687478999607,p,0.9001772000920027,2322.518180300016,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(-1.74, -3)","(3.49, 3.49)",3,0,3,0,1,48,165,109,,,,,,,,,,,,,,,2323.450971800019,None,2323.950583799975,2324.0004744000034,p,0.5781225999817252,2323.950583799975,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(1.74, -3)","(3.49, 3.49)",3,0,3,0,1,49,166,19,,,,,,,,,,,,,,,2324.550256700022,None,2325.0495514000067,2325.0994074000046,p,0.5312851999187842,2325.0495514000067,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-1.74, 3)","(3.49, 3.49)",3,0,3,0,1,50,167,55,,,,,,,,,,,,,,,2325.59907919995,None,2326.098982900032,2326.148622800014,p,0.5097735000308603,2326.098982900032,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-5.25, -3.05)","(5.24, 5.24)",3,0,3,0,1,51,168,62,,,,,,,,,,,,,,,2326.631537099951,None,2327.1313496000366,2327.181000499986,p,0.4440459000179544,2327.1313496000366,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(1.74, -3)","(3.49, 3.49)",3,0,3,0,1,52,169,84,,,,,,,,,,,,,,,2327.5972210000036,None,2328.096894499962,2328.1468213000335,p,0.4654861999442801,2328.096894499962,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(0, 6.11)","(5.24, 5.24)",3,0,3,0,1,53,170,34,,,,,,,,,,,,,,,2328.5797862999607,None,2329.079321200028,2329.129148200038,p,0.48218150006141514,2329.079321200028,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(0, 0)","(2.18, 2.18)",3,0,3,0,1,54,171,52,,,,,,,,,,,,,,,2329.578641899978,None,2330.078744999948,2330.1284054999705,p,0.7317567999707535,2330.078744999948,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-5.25, -3.05)","(5.24, 5.24)",3,0,3,0,1,55,172,49,,,,,,,,,,,,,,,2330.827763600042,None,2331.327574900002,2331.377334799967,p,0.49867350002750754,2331.327574900002,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-1.74, 3)","(3.49, 3.49)",3,0,3,0,1,56,173,81,,,,,,,,,,,,,,,2331.843743799953,None,2332.343430000008,2332.3931209000293,p,0.4969051999505609,2332.343430000008,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,57,174,46,,,,,,,,,,,,,,,2332.8593662999338,None,2333.3590211999835,2333.4088787999935,p,0.6559160000178963,2333.3590211999835,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(-3.49, 0)","(3.49, 3.49)",3,0,3,0,1,58,175,108,,,,,,,,,,,,,,,2334.0416512000374,None,2334.5411827999633,2334.591149099986,p,1.2230135999852791,2334.5411827999633,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(1.74, 3)","(3.49, 3.49)",3,0,3,0,1,59,176,93,,,,,,,,,,,,,,,2335.790106200031,None,2336.2898572999984,2336.3396377000026,p,0.47712440008763224,2336.2898572999984,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-3.49, 0)","(3.49, 3.49)",3,0,3,0,1,60,177,82,,,,,,,,,,,,,,,2336.7892510000383,None,2337.2890866999514,2337.338923100033,p,0.5282588000409305,2337.2890866999514,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(1.74, 3)","(3.49, 3.49)",3,0,3,0,1,61,178,15,,,,,,,,,,,,,,,2337.838273099973,None,2338.3379046999617,2338.3877282999456,p,0.6061440999619663,2338.3379046999617,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(0, -6.11)","(5.24, 5.24)",3,0,3,0,1,62,179,102,,,,,,,,,,,,,,,2338.9705739000347,None,2339.470358300023,2339.520184700028,p,0.5012318000663072,2339.470358300023,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(0, 6.11)","(5.24, 5.24)",3,0,3,0,1,63,180,21,,,,,,,,,,,,,,,2340.0028448000085,None,2340.503148399992,2340.5530795999803,p,0.4850317999953404,2340.503148399992,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,64,181,87,,,,,,,,,,,,,,,2341.019240399939,None,2341.518709499971,2341.5685110000195,p,0.5267173999454826,2341.518709499971,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(-5.25, -3.05)","(5.24, 5.24)",3,0,3,0,1,65,182,36,,,,,,,,,,,,,,,2342.068089599954,None,2342.567788299988,2342.6176747999853,p,0.7946599000133574,2342.567788299988,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(1.74, 3)","(3.49, 3.49)",3,0,3,0,1,66,183,67,,,,,,,,,,,,,,,2343.3837665000465,None,2343.88343669998,2343.9332071000244,p,0.6188025999581441,2343.88343669998,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(0, 0)","(2.18, 2.18)",3,0,3,0,1,67,184,13,,,,,,,,,,,,,,,2344.5324823999545,None,2345.0323860000353,2345.0820502999704,p,0.6138394000008702,2345.0323860000353,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,68,185,48,,,,,,,,,,,,,,,2345.6652041999623,None,2346.164873600006,2346.214661999955,p,0.46326039999257773,2346.164873600006,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(-1.74, 3)","(3.49, 3.49)",3,0,3,0,1,69,186,3,,,,,,,,,,,,,,,2346.6477648,None,2347.1474974999437,2347.197181000025,p,0.41606199997477233,2347.1474974999437,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(1.74, -3)","(3.49, 3.49)",3,0,3,0,1,70,187,6,,,,,,,,,,,,,,,2347.580413299962,None,2348.0797087999526,2348.1296753999777,p,0.498741100076586,2348.0797087999526,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(0, -6.11)","(5.24, 5.24)",3,0,3,0,1,71,188,89,,,,,,,,,,,,,,,2348.595630399999,None,2349.0955573000247,2349.1455031000078,p,0.8840723999310285,2349.0955573000247,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(0, 0)","(2.18, 2.18)",3,0,3,0,1,72,189,78,,,,,,,,,,,,,,,2350.0108021999476,None,2350.5107688000426,2350.5609490999486,o,0.6466486999997869,2350.5107688000426,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(1.74, -3)","(3.49, 3.49)",3,0,3,0,1,73,190,97,,,,,,,,,,,,,,,2351.1768354999367,None,2351.676759599941,2351.726648299955,o,1.09218390006572,2351.676759599941,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(0, -6.11)","(5.24, 5.24)",3,0,3,0,1,74,191,37,,,,,,,,,,,,,,,2352.7920789000345,None,2353.2917833999963,2353.3415899999673,p,0.4887866999488324,2353.2917833999963,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(3.49, 0)","(3.49, 3.49)",3,0,3,0,1,75,192,105,,,,,,,,,,,,,,,2353.8077494000318,None,2354.307481799973,2354.3574065000284,p,0.5812490000389516,2354.307481799973,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,76,193,100,,,,,,,,,,,,,,,2354.9070456000045,None,2355.406721199979,2355.45633429999,o,0.7777774999849498,2355.406721199979,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(0, -6.11)","(5.24, 5.24)",3,0,3,0,1,77,194,50,,,,,,,,,,,,,,,2356.205690999981,None,2356.705475799972,2356.7552604000084,p,0.8195663000224158,2356.705475799972,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(0, 0)","(2.18, 2.18)",3,0,3,0,1,78,195,65,,,,,,,,,,,,,,,2357.554847899941,None,2358.0544861999806,2358.10416680004,p,0.8382263999665156,2358.0544861999806,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-3.49, 0)","(3.49, 3.49)",3,0,3,0,1,79,196,95,,,,,,,,,,,,,,,2358.919905800023,None,2359.4196001000237,2359.4697726999875,p,0.7185409999219701,2359.4196001000237,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-1.74, -3)","(3.49, 3.49)",3,0,3,0,1,80,197,70,,,,,,,,,,,,,,,2360.169104999979,None,2360.6687942999415,2360.718456999981,p,0.6933217999758199,2360.6687942999415,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,81,198,7,,,,,,,,,,,,,,,2361.3845607000403,None,2361.8843827999663,2361.9343843000242,p,0.5085916999960318,2361.8843827999663,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-1.74, -3)","(3.49, 3.49)",3,0,3,0,1,82,199,18,,,,,,,,,,,,,,,2362.4172120000003,None,2362.91679129994,2362.9663984000217,p,0.5389154000440612,2362.91679129994,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(1.74, 3)","(3.49, 3.49)",3,0,3,0,1,83,200,2,,,,,,,,,,,,,,,2363.4827298000455,None,2363.9826234999346,2364.032565500005,p,0.46481890010181814,2363.9826234999346,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(0, 6.11)","(5.24, 5.24)",3,0,3,0,1,84,201,86,,,,,,,,,,,,,,,2364.465415099985,None,2364.9648533000145,2365.014619600028,p,0.46689190005417913,2364.9648533000145,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(0, 0)","(2.18, 2.18)",3,0,3,0,1,85,202,39,,,,,,,,,,,,,,,2365.4642313999357,None,2365.9639344000025,2366.014169699978,p,0.6943872000556439,2365.9639344000025,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,86,203,22,,,,,,,,,,,,,,,2366.680125199957,None,2367.1797286999645,2367.229883800028,p,0.49441959999967366,2367.1797286999645,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(0, -6.11)","(5.24, 5.24)",3,0,3,0,1,87,204,63,,,,,,,,,,,,,,,2367.696042699972,None,2368.1956983000273,2368.245630200021,p,0.5533779999241233,2368.1956983000273,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(1.74, 3)","(3.49, 3.49)",3,0,3,0,1,88,205,106,,,,,,,,,,,,,,,2368.7784678000025,None,2369.277906500036,2369.3279437000165,p,0.48976759996730834,2369.277906500036,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(3.49, 0)","(3.49, 3.49)",3,0,3,0,1,89,206,79,,,,,,,,,,,,,,,2369.7935897000134,None,2370.293804900022,2370.3433335999725,p,0.4992851000279188,2370.293804900022,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(0, 6.11)","(5.24, 5.24)",3,0,3,0,1,90,207,8,,,,,,,,,,,,,,,2370.8096340999473,None,2371.3097102999454,2371.3591893999837,p,0.5064270000439137,2371.3097102999454,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(-5.25, -3.05)","(5.24, 5.24)",3,0,3,0,1,91,208,88,,,,,,,,,,,,,,,2371.8421227999497,None,2372.3418496999657,2372.3918649000116,p,0.4336526000406593,2372.3418496999657,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-1.74, -3)","(3.49, 3.49)",3,0,3,0,1,92,209,96,,,,,,,,,,,,,,,2372.8083865999943,None,2373.307702400023,2373.3575795999495,p,0.6486535998992622,2373.307702400023,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-3.49, 0)","(3.49, 3.49)",3,0,3,0,1,93,210,43,,,,,,,,,,,,,,,2373.9735205000034,None,2374.4734169000294,2374.5234261000296,p,0.5044238999253139,2374.4734169000294,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(1.74, -3)","(3.49, 3.49)",3,0,3,0,1,94,211,32,,,,,,,,,,,,,,,2375.0060123000294,None,2375.505778299994,2375.555863799993,p,0.5469256000360474,2375.505778299994,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(1.74, 3)","(3.49, 3.49)",3,0,3,0,1,95,212,54,,,,,,,,,,,,,,,2376.071745299967,None,2376.57176359999,2376.6212293000426,p,0.49126000003889203,2376.57176359999,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(0, 6.11)","(5.24, 5.24)",3,0,3,0,1,96,213,99,,,,,,,,,,,,,,,2377.0877870999975,None,2377.587303200038,2377.6370734999655,p,0.5342252000700682,2377.587303200038,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(3.49, 0)","(3.49, 3.49)",3,0,3,0,1,97,214,53,,,,,,,,,,,,,,,2378.1536459999625,None,2378.6530729000224,2378.702802499989,p,0.6165766000049189,2378.6530729000224,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
60.bmp,"(5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,98,215,85,,,,,,,,,,,,,,,2379.3021821000148,None,2379.801654699957,2379.851476700045,p,0.9850300999823958,2379.801654699957,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(-3.49, 0)","(3.49, 3.49)",3,0,3,0,1,99,216,56,,,,,,,,,,,,,,,2380.817951099947,None,2381.3174689000007,2381.3675563000143,p,0.6985295999329537,2381.3174689000007,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(0, 6.11)","(5.24, 5.24)",3,0,3,0,1,100,217,112,,,,,,,,,,,,,,,2382.0333338000346,None,2382.5333395999623,2382.5829551999923,p,0.6946681999834254,2382.5333395999623,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(0, -6.11)","(5.24, 5.24)",3,0,3,0,1,101,218,24,,,,,,,,,,,,,,,2383.249112499994,None,2383.748675900046,2383.798779099947,p,0.4938071999931708,2383.748675900046,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-1.74, 3)","(3.49, 3.49)",3,0,3,0,1,102,219,94,,,,,,,,,,,,,,,2384.264282100019,None,2384.764598399983,2384.814373799949,p,0.8055051000555977,2384.764598399983,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
20.bmp,"(-3.49, 0)","(3.49, 3.49)",3,0,3,0,1,103,220,30,,,,,,,,,,,,,,,2385.596722899936,None,2386.0962822999572,2386.1461294000037,p,0.568418400012888,2386.0962822999572,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,104,221,98,,,,,,,,,,,,,,,2386.6957536999835,None,2387.1959014999447,2387.2456036999356,p,1.056760900071822,2387.1959014999447,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
40.bmp,"(5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,105,222,59,,,,,,,,,,,,,,,2388.278041200014,None,2388.777652699966,2388.8276799999876,p,0.6890497000422329,2388.777652699966,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(5.25, 3.05)","(5.24, 5.24)",3,0,3,0,1,106,223,20,,,,,,,,,,,,,,,2389.493521400029,None,2389.993324400042,2390.042608799995,p,0.5799743999959901,2389.993324400042,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-5.25, -3.05)","(5.24, 5.24)",3,0,3,0,1,107,224,23,,,,,,,,,,,,,,,2390.592787600006,None,2391.092378600035,2391.1418969000224,p,0.5093040000647306,2391.092378600035,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(3.49, 0)","(3.49, 3.49)",3,0,3,0,1,108,225,92,,,,,,,,,,,,,,,2391.625100599951,None,2392.124571499997,2392.17451599997,p,0.5351536999223754,2392.124571499997,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(-5.25, -3.05)","(5.24, 5.24)",3,0,3,0,1,109,226,114,,,,,,,,,,,,,,,2392.6906460999744,None,2393.1906378000276,2393.2405197999906,p,0.6807023999281228,2393.1906378000276,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(1.74, -3)","(3.49, 3.49)",3,0,3,0,1,110,227,110,,,,,,,,,,,,,,,2393.889888399979,None,2394.389525800012,2394.43896639999,p,0.5595809000078589,2394.389525800012,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
80.bmp,"(5.25, -3.05)","(5.24, 5.24)",3,0,3,0,1,111,228,116,,,,,,,,,,,,,,,2394.9719059999334,None,2395.4719374999404,2395.521384099964,p,0.6792748000007123,2395.4719374999404,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
0.bmp,"(3.49, 0)","(3.49, 3.49)",3,0,3,0,1,112,229,1,,,,,,,,,,,,,,,2396.1709634000435,None,2396.670860799961,2396.720792399952,p,0.4969336000503972,2396.670860799961,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(-1.74, 3)","(3.49, 3.49)",3,0,3,0,1,113,230,68,,,,,,,,,,,,,,,2397.1866775000235,None,2397.6863410000224,2397.73618300003,p,0.6996468999423087,2397.6863410000224,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(3.49, 0)","(3.49, 3.49)",3,0,3,0,1,114,231,66,,,,,,,,,,,,,,,2398.4025720999343,None,2398.902144999942,2398.951900999993,p,0.5458409000420943,2398.902144999942,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
50.bmp,"(1.74, -3)","(3.49, 3.49)",3,0,3,0,1,115,232,71,,,,,,,,,,,,,,,2399.4679534999887,None,2399.9674103000434,2400.0172509000404,p,0.616997699951753,2399.9674103000434,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(-1.74, 3)","(3.49, 3.49)",3,0,3,0,1,116,233,16,,,,,,,,,,,,,,,2400.617001299979,None,2401.116905999952,2401.166481100023,p,0.5355552999535576,2401.116905999952,None,,,,,,,,,,,,,,,,,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
10.bmp,"(5.25, 3.05)","(5.24, 5.24)",3,0,3,0,,,,,0,0,0,20,,,,,,,,,,,,,,,,,,,2401.6835160999326,None,2401.6835160999326,None,space,5.599113900098018,2401.6835160999326,None,2407.320738099981,None,2407.827767999959,2407.8774106999626,w,0.4884940000483766,2407.827767999959,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
30.bmp,"(-1.74, 3)","(3.49, 3.49)",3,0,3,0,,,,,0,1,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,2408.3440122000175,None,2408.8433871000307,2408.893150900025,w,0.6914781000232324,2408.8433871000307,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
70.bmp,"(-1.74, -3)","(3.49, 3.49)",3,0,3,0,,,,,0,2,2,96,,,,,,,,,,,,,,,,,,,,,,,,,,,2409.559423799976,None,2410.058572900016,2410.1084635000443,q,0.827417099964805,2410.058572900016,None,,,8101003552,r,r,45,1,f,2022-03-10_19h14.06.425,HW1_Rostami_810100355,2022.1.1,60.07701872298738,
