1.8777 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
313.5681 	EXP 	face_r: autoDraw = False
313.5681 	EXP 	fix_right: autoDraw = True
314.0677 	EXP 	fix_right: autoDraw = False
314.0677 	EXP 	fix_right: autoDraw = False
314.0677 	EXP 	face_r: image = '70.bmp'
314.0677 	EXP 	face_r: autoDraw = True
314.1175 	EXP 	face_r: autoDraw = False
315.3847 	EXP 	New trial (rep=0, index=36): {'stm': '10.bmp', 'pos': (3.49, 0), 'size': (3.49, 3.49)}
315.3860 	DATA 	Keypress: p
315.3995 	EXP 	face_r: autoDraw = False
315.3995 	EXP 	fix_right: autoDraw = True
315.8994 	EXP 	fix_right: autoDraw = False
315.8994 	EXP 	fix_right: autoDraw = False
315.8994 	EXP 	face_r: image = '10.bmp'
315.8994 	EXP 	face_r: autoDraw = True
315.9496 	EXP 	face_r: autoDraw = False
316.9832 	EXP 	New trial (rep=0, index=37): {'stm': '40.bmp', 'pos': (3.49, 0), 'size': (3.49, 3.49)}
316.9844 	DATA 	Keypress: p
316.9986 	EXP 	face_r: autoDraw = False
316.9986 	EXP 	fix_right: autoDraw = True
317.4982 	EXP 	fix_right: autoDraw = False
317.4982 	EXP 	fix_right: autoDraw = False
317.4982 	EXP 	face_r: image = '40.bmp'
317.4982 	EXP 	face_r: autoDraw = True
317.5481 	EXP 	face_r: autoDraw = False
319.5480 	EXP 	New trial (rep=0, index=38): {'stm': '80.bmp', 'pos': (0, 6.11), 'size': (5.24, 5.24)}
319.5497 	DATA 	Keypress: p
319.5631 	EXP 	face_r: autoDraw = False
319.5631 	EXP 	fix_right: autoDraw = True
320.0626 	EXP 	fix_right: autoDraw = False
320.0626 	EXP 	fix_right: autoDraw = False
320.0626 	EXP 	face_r: image = '80.bmp'
320.0626 	EXP 	face_r: autoDraw = True
320.1125 	EXP 	face_r: autoDraw = False
322.0622 	EXP 	New trial (rep=0, index=39): {'stm': '30.bmp', 'pos': (0, -6.11), 'size': (5.24, 5.24)}
322.0638 	DATA 	Keypress: p
322.0773 	EXP 	face_r: autoDraw = False
322.0773 	EXP 	fix_right: autoDraw = True
322.5769 	EXP 	fix_right: autoDraw = False
322.5769 	EXP 	fix_right: autoDraw = False
322.5769 	EXP 	face_r: image = '30.bmp'
322.5769 	EXP 	face_r: autoDraw = True
322.6268 	EXP 	face_r: autoDraw = False
