stm,pos,size,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loopR.thisRepN,loopR.thisTrialN,loopR.thisN,loopR.thisIndex,loopL.thisRepN,loopL.thisTrialN,loopL.thisN,loopL.thisIndex,Hello.started,Hello.stopped,key_r.started,key_r.stopped,key_gr.started,key_gr.stopped,key_esc_r.keys,key_esc_r.rt,key_esc_r.started,key_esc_r.stopped,fix_right.started,fix_right.stopped,face_r.started,face_r.stopped,key_sel_r.keys,key_sel_r.rt,key_sel_r.started,key_sel_r.stopped,key_l.started,key_l.stopped,key_gl.started,key_gl.stopped,key_esc_l.keys,key_esc_l.rt,key_esc_l.started,key_esc_l.stopped,fix_left.started,fix_left.stopped,face_l.started,face_l.stopped,key_sel_l.keys,key_sel_l.rt,key_sel_l.started,key_sel_l.stopped,bye.started,bye.stopped,sbj,hndns,eye,age,edu,date,expName,psychopyVersion,frameRate,uhnd
30.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,48,48,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.84472,None,1195.344539,1195.394273,w,0.4623527,1195.344539,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,49,49,116,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.827349,None,1196.326875,1196.376718,w,0.5217665,1196.326875,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(-5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,50,50,75,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.876279,None,1197.375986,1197.425809,w,0.7662315,1197.375986,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,51,51,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.158797,None,1198.658451,1198.708121,w,0.464262,1198.658451,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,52,52,76,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.14105,None,1199.640591,1199.690446,w,0.4204383,1199.640591,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,53,53,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.090227,None,1200.589812,1200.639662,w,0.4748879,1200.589812,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,54,54,50,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.089196,None,1201.589098,1201.638944,w,0.427753,1201.589098,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,55,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.038437,None,1202.538268,1202.588335,w,0.7376432,1202.538268,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,56,56,57,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.30421,None,1203.804257,1203.853914,w,0.5898,1203.804257,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,57,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.419648,None,1204.919502,1204.969352,w,0.807036,1204.919502,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,58,58,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.751943,None,1206.2516,1206.301482,w,0.7255314,1206.2516,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,59,59,66,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.000752,None,1207.500485,1207.55047,w,0.5264258,1207.500485,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,60,60,98,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.050071,None,1208.54978,1208.599633,w,0.6554778,1208.54978,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,61,61,115,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.23248,None,1209.731999,1209.781787,w,0.5576231,1209.731999,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(0, 6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,62,62,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.314674,None,1210.814183,1210.864022,w,0.6016015,1210.814183,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,63,63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.44706,None,1211.946781,1211.996612,w,0.4009681,1211.946781,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,64,64,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.379427,None,1212.879019,1212.928833,w,0.3941818,1212.879019,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,65,65,94,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.295784,None,1213.795126,1213.844953,w,0.583251,1213.795126,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(-5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,66,66,48,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.411317,None,1214.911017,1214.960789,w,0.3922843,1214.911017,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,67,67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.326861,None,1215.826721,1215.876287,w,0.4043571,1215.826721,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,68,68,105,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.259494,None,1216.75905,1216.808917,w,0.3689216,1216.75905,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,69,69,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.158571,None,1217.658282,1217.708184,w,0.3090548,1217.658282,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,70,70,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.991475,None,1218.490954,1218.540815,w,0.357651,1218.490954,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,71,71,40,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.874058,None,1219.373641,1219.423476,w,0.344087,1219.373641,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,72,72,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.739811,None,1220.239467,1220.289327,w,0.3871445,1220.239467,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,73,73,107,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.655402,None,1221.155063,1221.204899,w,0.5533653,1221.155063,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,74,74,106,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.738259,None,1222.2377,1222.287902,w,0.396521,1222.2377,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,75,75,58,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.65368,None,1223.153362,1223.203211,w,0.4053695,1223.153362,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,76,76,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1223.58654,None,1224.086264,1224.135758,w,0.6622801,1224.086264,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,77,77,68,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.768449,None,1225.268294,1225.318119,w,0.3860456,1225.268294,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,78,78,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.684587,None,1226.184432,1226.234133,w,0.8342972,1226.184432,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(0, 0)","(2.18, 2.18)",1,0,1,0,,,,,0,79,79,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.05038,None,1227.549943,1227.599816,w,0.5104486,1227.549943,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(0, 6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,80,80,99,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.082815,None,1228.582395,1228.63217,w,0.491868,1228.582395,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(0, 0)","(2.18, 2.18)",1,0,1,0,,,,,0,81,81,104,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.098414,None,1229.598108,1229.647995,w,0.4810083,1229.598108,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,82,82,81,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.097455,None,1230.597013,1230.646778,w,0.4434513,1230.597013,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(-5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,83,83,87,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.063222,None,1231.562912,1231.612743,w,1.2538164,1231.562912,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,84,84,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.844768,None,1233.344904,1233.394774,w,0.432921,1233.344904,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,85,85,59,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.794287,None,1234.294025,1234.343947,w,0.478934,1234.294025,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(0, 0)","(2.18, 2.18)",1,0,1,0,,,,,0,86,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.793415,None,1235.29302,1235.342864,w,0.4357644,1235.29302,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,87,87,46,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.759201,None,1236.258813,1236.308615,w,0.4334275,1236.258813,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,88,88,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.724891,None,1237.224645,1237.274495,w,0.5947428,1237.224645,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(0, 0)","(2.18, 2.18)",1,0,1,0,,,,,0,89,89,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.840694,None,1238.340345,1238.39027,w,0.4883983,1238.340345,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,90,90,70,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.856416,None,1239.356289,1239.406163,w,0.5007303,1239.356289,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,91,91,55,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.889074,None,1240.388575,1240.438422,w,0.5318293,1240.388575,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,92,92,83,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.937906,None,1241.437615,1241.48743,w,0.3518851,1241.437615,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,93,93,110,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.820806,None,1242.320258,1242.370024,w,0.553771,1242.320258,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,94,94,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1242.902717,None,1243.402366,1243.452256,w,0.7242567,1243.402366,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,95,95,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.151648,None,1244.651382,None,w,0.0242601,1244.651382,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,96,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.701171,None,1245.200936,1245.250764,w,0.6941891,1245.200936,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,97,97,77,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.916943,None,1246.416694,1246.46656,w,2.170038,1246.416694,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,98,98,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.614712,None,1249.114483,1249.164292,w,0.4981701,1249.114483,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(0, 0)","(2.18, 2.18)",1,0,1,0,,,,,0,99,99,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.630595,None,1250.130355,1250.180127,w,0.5520183,1250.130355,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(0, 6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,100,100,73,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.712783,None,1251.212404,1251.262394,w,1.2826505,1251.212404,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,101,101,90,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.527921,None,1253.027349,1253.077165,w,0.5345702,1253.027349,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,102,102,71,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.593661,None,1254.093313,1254.143147,w,0.5747117,1254.093313,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(0, 0)","(2.18, 2.18)",1,0,1,0,,,,,0,103,103,91,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.692675,None,1255.192357,1255.242387,w,0.5858291,1255.192357,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,104,104,63,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.808482,None,1256.308075,1256.35783,w,0.5163442,1256.308075,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(0, -6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,105,105,89,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.840837,None,1257.34043,1257.390395,w,0.6227843,1257.34043,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(-5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,106,106,49,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.989661,None,1258.489454,1258.539421,w,0.8228728,1258.489454,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,107,107,96,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.339016,None,1259.838441,1259.888491,q,0.7094386,1259.838441,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(0, 6.11)","(5.24, 5.24)",1,0,1,0,,,,,0,108,108,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.571313,None,1261.087512,1261.136992,w,0.6240477,1261.087512,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(-3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,109,109,82,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.736807,None,1262.236392,1262.285845,q,0.5362072,1262.236392,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,0,110,110,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.802449,None,1263.301719,1263.351866,q,0.7320629,1263.301719,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
70.bmp,"(-3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,111,111,95,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.051378,None,1264.550927,1264.60076,q,0.6890961,1264.550927,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,112,112,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1265.266917,None,1265.76638,1265.8164,w,0.6578379,1265.76638,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
20.bmp,"(3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,113,113,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.449136,None,1266.948899,1266.99872,w,0.4953963,1266.948899,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,0,114,114,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.464648,None,1267.964599,1268.014481,w,1.0184473,1267.964599,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-1.74, -3)","(3.49, 3.49)",1,0,1,0,,,,,0,115,115,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.013663,None,1269.51317,1269.563277,w,0.4041875,1269.51317,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(-5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,0,116,116,114,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.946085,None,1270.445936,1270.495578,w,0.618361,1270.445936,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
80.bmp,"(0, 0)","(2.18, 2.18)",1,0,1,0,,,,,1,0,117,104,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.095305,None,1271.594632,1271.644434,w,0.391274,1271.594632,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
30.bmp,"(5.25, -3.05)","(5.24, 5.24)",1,0,1,0,,,,,1,1,118,51,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.010873,None,1272.510593,1272.560459,w,0.420588,1272.510593,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
50.bmp,"(1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,1,2,119,67,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.960111,None,1273.459779,1273.509765,w,0.5283902,1273.459779,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
10.bmp,"(-3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,1,3,120,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.009659,None,1274.508964,1274.558754,w,0.3841727,1274.508964,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,1,4,121,56,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.925416,None,1275.424978,1275.474843,w,0.5155506,1275.424978,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(-1.74, 3)","(3.49, 3.49)",1,0,1,0,,,,,1,5,122,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.957945,None,1276.457317,1276.507014,w,0.4071158,1276.457317,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,1,6,123,85,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.890358,None,1277.389889,1277.439532,w,0.410381,1277.389889,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
60.bmp,"(3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,1,7,124,79,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.822801,None,1278.322543,1278.37206,w,0.4043388,1278.322543,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
0.bmp,"(3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,1,8,125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1278.755088,None,1279.255033,1279.305023,w,0.5397738,1279.255033,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(3.49, 0)","(3.49, 3.49)",1,0,1,0,,,,,1,9,126,53,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.82093,None,1280.320799,1280.370658,w,0.4995907,1280.320799,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
40.bmp,"(-5.25, 3.05)","(5.24, 5.24)",1,0,1,0,,,,,1,10,127,61,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.836743,None,1281.33657,1281.386388,w,0.6478387,1281.33657,None,,,8101003551,r,r,25,3,2022-03-10_11h43.42.757,HW1_Rostami_810100355,2022.1.1,60.04790623,l
